id,title,AffinityPropagation_w2v_300,AffinityPropagation_artm_200,text
20585642,Xamarin Developer,290,40,"Xamarin Developer Intetics (Минск) - партнёр Intetics Co., международной IT-компании с 20-летней историей, имеющей статусы Microsoft Gold Certified Partner и Oracle Quick Start Plus Partner, 10-й год подряд входящей в The Global Outsourcing Top 100, а также в Top 5 Emerging Global Service Providers как одна из лучших компаний по разработке программного обеспечения. Мы расширяем отдел кроссплатформенной разработки и ищем Middle Xamarin разработчика для участия в проектах в сфере IoT и дистанционного мониторинга. О проекте: Наш заказчик занимается разработкой измерения параметров окружающей среды. Цель проекта- разработка мобильного приложение для ввода данных, хранящихся на сервере. Данные поступают от мобильных сенсоров, установленных на транспортных считывающих устройствах. Приложение разрабатывается на iOS и Android и включает в себя отображение графической информации (чарты) и интеграцию с инструментами для составления плана местности. Приложение будет разрабатываться с нуля с использованием новейших технологий Xamarin. Локация заказчика – Испания. Какой опыт нам нужен:  2+ года опыта коммерческой разработки Понимание и опыт применения принципов програмирования (SOLID) Знание основных паттернов проектирования, основ многопоточности Опыт работы с Xamarin.iOS, Xamarin.Android, Xamarin.UWP и Xamarin.Forms Опыт работы с Visual Studio/Xamarin Studio (Android Studio или Xcode будит плюсом)  Важен ли английский и на каком уровне?   Нам важно, чтобы вы могли изъясняться на английском для общения с клиентом. "
26042673,Android разработчик,295,400,"Android разработчик Компания &quot;Сбербанк Технологии&quot; — одна из крупнейших российских ИТ-компаний, оказывающая услуги по разработке и внедрению программного обеспечения для Сбербанка России. Сегодня в Сбертехе работают более 6000 сотрудников в 15-ти региональных центрах, разработано 350 автоматизированных систем, проводится более 5000 внедрений в год. Уже сегодня мы работаем над проектами, некоторые из которых превосходят по масштабам и сложности все, что когда-либо делалось в мире.   Мы в поисках специалиста на позицию Android разработчик в команду разработки Сбербанк Онлайн.   Обязанности:  Участие в командной разработке, тестировании, оптимизации существующих мобильных приложений на платформе Android.    Требования:  Опыт профессионального программирования на языке Java; Опыт профессиональной разработки Android приложений не менее 2-х лет; Знание основных паттернов проектирования; Знание классических алгоритмов и структур данных; Опыт работы с системами сборки ant, maven, gradle; Знакомство с Google APIs console; Понимание и опыт работы с системами continuous integration; Базовые знания SQL; Наличие приложений в Google Play; Будет плюсом знакомство с инструментарием создания и проведения тестов.    Наши условия:  Офис м. Ладожская; Интересные, сложные, амбициозные задачи; Создание продуктов для аудитории в несколько миллионов человек; Возможность профильного обучения (обучение и сертификация за счет компании); Профессиональный рост в молодой и сильной команде; Гибкий график начала рабочего дня; Стабильная, конкурентная «белая» заработная плата (оклад + премии); Льготные условия по кредитам Сбербанка; ДМС, страхование от несчастных случаев, социальные гарантии, корпоративные мероприятия; Тренажерный зал. "
25873355,React Native Developer,298,110,"React Native Developer Мы создаем проекты с тесной интеграцией blockchain технологий. Решаем комплексные задачи с использованием самого современного стека технологий. Наши решения завоевали многочисленные призы и назывались лучшими в индустрии. Мы - криптоанархисты, поэтому не приемлем работы в офисах, и целиком стоим за децентрализацию, это же касается и распределения трудовых ресурсов по всему земному шару. Работа с нами подразумевает только удаленное взаимодействие, но придерживается четких схем взаимодействия — мы думаем и работаем очень быстро. Ваша роль:  Разработка и сопровождение мобильных приложений на react-native, а также их веб-версий с помощью библиотеки react-native-web Написание чистого и масштабируемого кода на JavaScript ES6 Создание сложных клиентских интерфейсов на React Native Взаимодействие с дизайнерами для построения pixel-perfect интерфейсов, внимание к деталям - обязательно Следование архитектурным паттернам, методологиям и стилю кода, принятыми в команде  Мы ожидаем от Вас:  Уверенное владение React Native, JavaScript Опыт разработки мобильных приложений от 2-3х лет, в том числе желателен опыт создания нативных приложений под iOS или Android (соответственно знание одного из языков - Objective C, Swift, Java) Наличие законченных проектов на React Native, или на iOS / Android Понимание инструментов управления версиями кода, таких как GitHub Знание английского языка на уровне понимания и написания технической документации. Приветствуется разговорный английский Желателен опыт работы с realtime базами данных (например, Firebase Realtime Database, GUN.js) Очень приветствуется опыт работы с blockchain инструментами (работа с кошельками, взаимодействие со смарт-контрактами), но нам будет достаточно вашего интереса :)  Мы можем предложить Вам:  Заработную плату выше средней по рынку (“и пусть никто не уйдет обиженный!” ©) Интересные и сложные задачи (после решения которых Вы смело сможете считать себя первопроходцем) Гибкий график (на самом деле нас совсем не интересует то, в какие часы вы работаете) Отдых в соответствии с праздниками и выходными той страны, в которой вы проживаете (так как мы с уважением относимся к ним) Приятную работу в команде профессионалов и просто хороших людей, не лишенных чувства юмора (поверьте, мы следим за этим ☺︎)       "
20104953,Middle/Senior Android developer,299,271,"Middle/Senior Android developer Международная продуктовая компания ID Finance ищет Middle/Senior Android разработчика в минский офис. Мы предлагаем работу над стабильным разветвленным проектом (Россия, Казахстан, Грузия, Испания, Польша, Бразилия, Мексика) с возможностью решать сложные задачи, применять новые технологии и нестандартные решения. Вы будете работать по Agile методологии с частыми релизами, обязательным ревью кода и плотным взаимодействием с бизнесом.   Обязанности:  рефакторинг; участие в планировании работы над продуктом; разработка и поддержка внутреннего фреймворка; оценка время разработки, определение приоритетов технических задач; проведение технического аудита проектов и ревью кода Android команды; организация процесса knowledge sharing в команде.    Требования:  опыт разработки приложений для Android от 2-х лет; опыт использования технологий: retrofit, realm, otto bus, reflections, gson; глубокие знания и практический опыт программирования на Java; отличное знание и понимание основ ООП и шаблонов проектирования, умение применять их на практике; умение строить архитектуру приложений, определять оптимальные технологии и инструменты для реализации приложения; знание особенностей работы приложений в среде Android, знание его жизненного цикла, режимов работы; знание основных фреймворков; базовые знания о БД и работе с данными.    Условия:  высокая заработная плата, защищённая от колебаний курса валют; возможность получения бонусов; оплата участия в профильных конференциях, семинарах и пр.; 50% оплата курсов английского языка; режим работы, уважающий биоритмы каждого отдельного сотрудника; отпуск + 5 day off; комфортные условия в уютном офисе БЦ &quot;Порт&quot;, ст.м. Уручье в 2 минутах ходьбы; адекватный менеджмент, отсутствие бюрократии; молодой, красивый и реально дружный коллектив; весёлые корпоративные мероприятия; свободная велопарковка; чай, кофе и прочие приятности за счёт компании.      Немного про нас:   ID Finance –продуктовая IT компания, специализирующаяся на кредитном скоринге, data science и онлайн-кредитовании. За пять лет существования компания выросла до международного холдинга, профинансировала более 700 тыс. займов, привлекла около $12 млн инвестиций. Компания оперирует с 2012 года в России, с 2014 года в Казахстане и Грузии, с 2015 года в Испании и Польше, с 2016 года в Бразилии. В 2015 и 2016 годах ID Finance вошла в список 100 лучших стартапов Европы журнала Red Herring. В Минске мы с 2013 г., и у нас уже есть сильные команды: Java, QA, Android, Frontend, BA, DevOps (115человек), которые работают над крупными международными продуктами нашей компании – MONEYMAN, AMMOPAY, SOLVA. Офисы IDFinance находятся в 6 странах, и мы продолжаем постепенный и непрерывный рост.Присоединившись к нашему дружному коллективу, вы получите возможность работать на интересных и сложных проектах, в командах сильнейших разработчиков и QA, использовать новейшие технологии, повышать свой уровень английского языка и многое другое.Техническое развитие, финансовая стабильность (заработная плата, привязанная к $), оплата занятий английским языком, 5 day off ну и, конечно, удобный офис в 3 минутах от cт. метро Уручье – все это мы можем вам предложить!!!  "
23736457,Android разработчик (Xamarin),300,271,"Android разработчик (Xamarin) Обязанности:  Участие в разработке проектов компании  Требования:  :- знание языка C#- опыт мобильной разработки на Xamarin (в среде Visual Studio)- понимание axml верстки- понимание архитектуры REST- опыт реализации сложных UI компонентовПлюсом будет:- опыт работы с Firebase- знание паттернов проектирования (например MVP)- понимание Java Bindings и Java Native Interface (JNI)- опыт работы в Android Studio  Условия:  5/2 10:00-18:00 (возможны индивидуальный подход) Молодой коллектив Быстроразвивающийся проект Возможность получения большого опыта разработки Возможен достойный карьерный рост    // Хочется видеть в команде(подчеркивая) живого и амбициозного человека, желающего развиваться вместе с проектом. Есть готовая концепция, средства и все оставшиеся возможности для развития в IT-бизнесе. Осталось только реализовать. Широкое поле для творчества. разносторонние интересы категорически приветствуются. Вы получите бесценный опыт натуральной разработки."
23533617,Android разработчик (Tinkoff.Инвестиции),315,170,"Android разработчик (Tinkoff.Инвестиции) Центр Разработки #Тинькофф в Ижевске активно растёт и развивается. Мы переехали в новый современный офис, и у нас еще есть свободные места! Мы ищем талантливого Android разработчика в команду разработки сервиса для покупки и продажи акции – Тинькофф Инвестиции. Каждый четвертый счет для торговли на российском рынке ценных бумаг открывается через наш сервис. Этот сервис – часть финансового маркетплейса Tinkoff.ru, над которым работает множество сильных команд. Здесь Dagger, Butter Knife, OkHttp и другие популярные библиотеки, а также Kotlin. Обязанности:  Разработка приложений по техническому описанию и дизайнам; Планирование и оценка задач; Формирование архитектуры приложения; Работа с командой: распределение задач, консультирование, код-ревью; Взаимодействие с отделом тестирования.  Требования:  Опыт Android разработки от 1 года; Опыт создания клиент-серверных приложений; Наличие завершённых проектов в магазинах приложений; Английский язык на уровне понимания технической литературы; Уверенное знание Java Core, Android SDK, support-package; Знание SQL; Знание основных технологий и протоколов передачи данных; Знание ООП и паттернов проектирования;  Будет плюсом:  Знание гайдлайнов и основных принципов material дизайна; Опыт разработки серверных приложений; Знание принципов Agile, CI, CD, TDD; Опыт создания приложений с использованием MVP и unit-тестов; Опыт использования RxJava, RxAndroid; Опыт работы с веб-сокетами. Опыт разработки приложений на Kotlin.  Условия:  Интересные и нетривиальные задачи; Белая заработная плата, размер которой обсуждаем индивидуально на собеседовании; Офис в центре города в БЦ “Форум”; Хорошо оборудованное рабочее место на выбор (Mac/Win/Linux, Notebook/PC); Дружный коллектив профессионалов; Добровольное медицинское страхование (ДМС); Оплата обедов; Компенсация 50% на спорт; Поездки на конференции и обучающие курсы; Скидка 30% на КАСКО в СК Тинькофф. "
25832300,Ведущий Android-разработчик,315,111,"Ведущий Android-разработчик Plazius помогает гостям ресторанов и кафе быстро сделать заказ; получить и оплатить счет, не дожидаясь официанта; оставить чаевые и разбить счет прямо в приложении.Ресторану мы увеличиваем выручку за счет привлечения и удержания гостей через эффективные инструменты CRM, а официантам — поднимаем доход, повышаем удобство и эффективность работы. Более 1500 ресторанов в России применяют нашу технологию. Ежемесячно Plazius обрабатывает в них более миллиона транзакций от 500 тыс. людей. Среди наших клиентов:Кофе Хауз, Жан Жак, SubWay, Хлеб Насущный, Андерсон, CoffeeBean и сотни других. Plazius ищет ведущего Android-разработчика. Задачи  Разработка мобильного приложения Plazius (https://play.google.com/store/apps/details?id=ru.platius.mobile), а также других интересных проектов Проектирование архитектуры, декомпозиция, оценка сроков задач Тесная работа с другими разработчиками, командой аналитики, дизайна, тестирования Написание качественного кода Проведение code review Написание тестов  Требования ​​​​​  Опыт Android-разработки не менее 2-х лет Понимание принципов RESTful API Понимание принципов реактивного программирования и опыт работы с RxJava Понимание MVP, MVVM, IoC / DI Опыт разработки клиент-серверных приложений Знание ООП, паттернов проектирования, алгоритмов и структур данных Опыт написания поддерживаемого промышленного кода Владение многопоточным/асинхронным программированием Опыт работы с git, понимание git flow Крайне важен опыт разработки на Kotlin, или большое желание освоить этот язык  Условия ​​​​  Интересные задачи, сплоченная команда профессионалов Большие возможности профессионального развития Конкурентоспособная &quot;белая&quot; заработная плата Оплата ДМС либо фитнеса Хорошо оснащенное рабочее место (мощная рабочая станция + 2 монитора) Гибкое начало/окончание рабочего дня Удобное расположение офиса рядом с м. Автозаводская Настольный теннис, кикер Футбол на крытом поле "
24693964,"Разработчик Android приложений (Лимассол, Кипр)",315,374,"Разработчик Android приложений (Лимассол, Кипр) Для опытных разработчиков, которые знают, как создавать мобильные приложения.     Примите участие в разработке торговых приложений, которыми ежедневно пользуются миллионы людей. Работая у нас, вы сможете применить все свои знания, опыт и смелые революционные идеи, чтобы оставить свой след в отрасли мобильных приложений.   Вам предстоит влиться в коллектив Android-разработчиков и усилить его, создавая продукты в области торговых платформ. Это высокопроизводительные приложения с жесткими требованиями по безопасности. Если вы умеете разрабатывать такие программы и даже публиковали их в Google Play, у нас есть для вас отличное предложение.   Требования:  Опыт профессиональной разработки приложений для Android Знание особенностей Android SDK (API lvl &gt; 16) Опыт профессионального использования Java и C++ Опыт разработки приложений с использованием технологии JNI Наличие списка осуществленных проектов Умение подстраиваться под используемые стили программирования    Плюсами будут знания в смежных областях:  Опыт разработки с использованием NDK или опыт разработки на С++ под Linux Опыт работы с Support Library Опыт публикации приложений на Google Play и его альтернативах Опыт работы с OpenGL      Задачи в проекте Торговых платформ включают в себя следующие области разработки:  Разработка новых компонентов мобильной торговой платформы MetaTrader Проектирование и реализация удобного пользовательского интерфейса Изучение и внедрение новых технологий    Что мы предлагаем:  Полная оплата вашего проезда и проживания для посещения собеседования Компенсация переезда, мы выплачиваем одноразовую компенсацию до 10 000 евро Корпоративная квартира на время поиска постоянного жилья Помощь в оформлении необходимых документов Заработная плата выше рынка Медицинская страховка для вас и вашей семьи Офис на берегу моря, широкие возможности для досуга и занятий спортом Бесплатное питание Уникальный опыт, сильная команда "
24802043,Senior iOS developer,315,421,"Senior iOS developer Smart.space – сервис управления услугами в жилой недвижимости. Мы создаем для управляющих компаний современный, полностью цифровой инструмент управления своими собственными услугами и подключения дополнительных. А для жителей – интерфейс доступа к этим услугам и инструмент повышения их качества через мобильные приложения. Начинаем в каждом новом доме с простого - с показаний счетчиков, расшифровки квитанций и осуществления оплат. Затем расширяем возможности до подключения сторонних сервисов (уборки, сезонного хранения шин и т.п.) и подключения собственного ключевого предложения – магазина товаров повседневного спроса с 15-тиминутной доставкой. Мы уже подключили десятки управляющих компаний в Москве и Санкт-Петербурге на базовый функционал и получили прямой контакт с сотнями тысяч семей, теперь пришло время развивать продукт и вовлекать пользователей в более сложное поведение.   Вашими задачами у нас будут  Разработка мобильного приложения нашего сервиса для iOS. Совместная работа с бэкенд-разработчиками над развитием API. Постоянный поиск и реализация наиболее эффективных решений.  Наш стек  Objective-C, Swift, UIKit, Foundation, Auto Layout, GCD, Dispatch Queues, iOS SDK (Foundation, UIKit, CoreGraphics)    Чтобы присоединиться к нашей команде, вам понадобятся  Не менее 2-х лет продуктовой разработки под iOS. Не менее 3-х лет продуктовой разработки на любом ООП-языке. Уверенное знание Objective-C. Знакомство с VIPER / Clean Architecture. Знание и умение применять паттерны проектирования. Знание и умение применять классические алгоритмы и структуры данных. Понимание принципов объектно-ориентированного программирования. Понимание принципов работы клиент-серверных приложений. Понимание и разумное использование принципов SOLID.    Вашим преимуществом станет  Опыт разработки на Swift Опыт проектирования и разработки интерфейсов. Опыт разработки для других мобильных платформ (Android, Windows Phone). Знакомство с гайдлайнами iOS. Умение писать unit-тесты. Умение работать с чужим кодом.    Мы предлагаем  Оформление по ТК. Белую заработную плату. Заработная плата обсуждается индивидуально, по итогам собеседования. Гибкий график рабочего дня. Комфортный офис в непосредственной близости от ст.м. Петроградская (у нас есть все традиционные радости в виде кофе, печенек, фруктов, настольных игр, душа и активной социальной жизни). Возможность роста и развития внутри компании. Дружный коллектив молодых и амбициозных профессионалов. "
24464026,Android разработчик,315,417,"Android разработчик OZ, один из крупнейших интернет-магазинов страны, предлагает вам разработку мобильного приложения на Android, которым будут пользоваться десятки тысяч белорусов. Хотите гордо говорить родным, друзьям и знакомым: «Это приложение сделал я»? Тогда добро пожаловать в команду OZ!   Обязанности:  Разработка приложения для интернет-магазина OZ используя серверное REST API.  Требования:  Опыт коммерческой разработки от 1-го года; Знание Java, архитектуры OS Android, Android SDK; Знание и применение ООП, шаблонов проектирования под Android, многопоточности; Опыт разработки клиент-серверного приложения; Опыт работы с REST API, JSON, кешированием.  Условия:  Хорошие возможности для карьерного и финансового роста; Уютный офис в р-н. ст. м. Молодёжная; Социальные гарантии + «плюшки»: вкусные обеды, бассейн, корпоративы и т.д.; Максимальные скидки на товары и услуги OZ.by и Ay.by; Размер заработной платы устанавливается по итогам собеседования.    Обязательно пришлите свое резюме и ссылку на портфолио.  "
27196143,Android-разработчик (г. Томск),319,271,"Android-разработчик (г. Томск) В связи с запуском новых проектов в ООО &quot;СИБУР ИТ&quot; (г. Томск) требуются талантливые разработчики. Требования:  Высшее техническое образование; Опыт работы от 1 года; Опыт разработки мобильных приложений под Android; Уверенные знания Java и Android SDK, Android application architecture, AppCompat &amp; Fragment API; Опыт разработки клиент-серверных приложений, понимание REST API, протоколов HTTP; Опыт работы с датчиками устройств (определение местоположения устройства и т. п.) и фотокамерой Знание и понимание Android MVP, ООП и паттернов проектирования Опыт работы с СУБД; Опыт распределенной разработки (git, svn).  Желательно:  Знание Kotlin; Опыт параллельного и многопоточного программирования; Знание методик автоматизированного тестирования; Желание осваивать новые области и технологии Опыт работы с Atlassian JIRA\Confluence; Плюсом являются законченные проекты в Google Play, английский язык на уровне чтения технической документации.  Обязанности:   Разработка мобильных приложений под Android.   Условия:  Оформление по ТК РФ; Готовность к переезду в г. Томск; Стабильная заработная плата по результатам собеседования; Расширенный соц. пакет (ДМС, скидки на спорт, льготное кредитование в банках-партнерах, оздоровление сотрудников и их детей в корпоративном центре отдыха); Возможность профессионального развития, обучение в Корпоративном университете, дистанционные курсы; Возможность проявить себя в жизни компании (профсоюз, пропаганда здорового образа жизни, тренировки для сотрудников, корпоративные мероприятия и праздники); График работы 5/2 (сб, вс - выходной), с 9.00 до 18.00 "
22604341,"Эксперт/разработчик Java, Android",319,417,"Эксперт/разработчик Java, Android В дочерней компании ПАО «МТС», «МТС Информационные технологии» (одна из крупнейших российских ИТ-компаний, ведущий разработчик и поставщик информационных решений, услуг и сервисов), открыта вакансия Эксперт/разработчик Java, Android.   Обязанности:  Дорабатывать имеющееся мобильное приложение под платформу Android. Взаимодействовать с backend разработчиками, аналитиками, дизайнерами и тестировщиками.  Требования:  Опыт разработки мобильных приложений - от 1 года. Уверенное знание Java и Android SDK, Android Studio. Знание JSON и взаимодействия через API. Опыт работы с библиотеками retrofit2, gson. Знание ООП, паттернов проектирования ПО. Понимание принципов работы многопоточных приложений. Понимание клиент-серверной модели взаимодействия приложений. Знание Agile подходов при разработке ПО. Умение работать в команде.  Условия работы:  график работы: официальные рабочие дни (пятидневка), рабочий день – 8 часов, в пятницу – сокращенный рабочий день; стабильная «белая» зарплата, премии; ДМС, страхование жизни, страхование при поездках за рубеж; компенсация абонемента в фитнес-клуб (расположен в здании офиса на первом этаже); отпуск в 28 календарных дней + 3 календарных дня дополнительно ежегодно; офис: ближайшая станция метро «Медведково» – ул. Широкая. "
20259445,Android-Web / iOS+Web разработчик,322,498,"Android-Web / iOS+Web разработчик Привет!Мы команда молодых специалистов, которые хотят вывести дерматологию на качественно новый уровень при помощи носимых устройств, IoT и big-data.Сейчас мы разрабатываем биомедицинский проект Скандерм - портативную систему анализа кожи (гаджет и мобильное приложение).У нас в команде есть компетенции по дерматологии, приборостроению, стратегическому маркетингу, программированию, финансам, продажам и дизайну.   Мы являемся резидентами биомедицинского кластера Сколково Победили на треке Life Science крупнейшего акселератора СНГ и Восточной Европы Generation S от РВК Вошли в ТОП-20 биомедицинских проектов России в 2016 В списке перспективных проектов России по мнению vc.ru Становимся первыми резидентами Научного парка МГМУ им.И.М.Сеченова   На данный момент у нас очень много направлений работы, для которых не хватает рук. Среди проектов стоит обозначить:  Создание B2C гаджета для рынков США и Азии - тестировать будем через Indiegogo Разработка B2B устройства для MLM компаний - сейчас прорабатываем это с европейским офисом компании Nu Skin Разработка B2B устройства для имидж-студий / салонов красоты - потенциальные партнеры Loreal Создание сервиса по анализу эффективности косметики - внедряем эту инициативу законодательно через Минпромторг, уже есть первые заказ Разработка телемедицинского решения для дерматологов и венерологов Создание устройства для анализа горла, ушей и глаз Разработка сервиса по хроматографии  Если ты начинающий новатор, у тебя есть свободное время, которое ты готов инвестировать в проект вместе с нами, готов расти и развивать с нами новую отрасль, то ты именно тот, кого мы ищем! В течение работы над проектом тебе предстоит:  Разрабатывать мобильные и web приложения разной сложности Объединять их в единую экосистему и интегрировать в нее другие платформы  Наиболее желательные качества для кандидата (либо возможность/желание приобрести данные качества в процессе работы над проектом):  Технический английский язык Опыт создания «с нуля» клиентских приложений на HTML5, CSS, JS Опыт разработки приложений для обмена данными с мобильными гаджетами Опыт разработки нативных приложений под платформы Android/iOS Опыт использования кросс-платформенных средств для разработки приложений (например Qt, PhoneGap, Corona) Умение финализировать свою работу, отлаживать работу приложений на разных целевых устройствах Синергия с разработчиками серверной части, содействие в разработке серверного API Интеграция в команду разработчиков, умение разбираться в чужом коде, комментировать свой, работать с VCS Изучение гайдлайнов Android/iOS Возможность дальнейших публикаций приложений в AppStore, Google Play, а также сторонних магазинах (для рынков Азии)  Мы можем предложить:  Практически свободный график По большей мере, удаленную работу Долю в компании при реализации проектов Расширение круга знакомств (Сколково, РВК и другие институты развития) Публикации в СМИ Стать обладателем международных патентов  ВАЖНО: На данный момент, зарплата планируется с привлеченных заказов (первый уже есть), инвестиций (1-2 месяца) и грантов (от 4 месяцев). Зарплата с грантов идет как дополнительная, поверх указанной с привлекаемых инвестиций.Есть возможность, на первое время, совмещать с другой занятостью, пока не получим инвестиционный транш."
